province,year,mean_day_of_year,median_day_of_year,std_day_of_year,min_day_of_year,max_day_of_year,station_count,record_count
徳島県,1969,101.0,101.0,,101,101,1,1
徳島県,1970,102.0,102.0,,102,102,1,1
徳島県,1971,94.0,94.0,,94,94,1,1
徳島県,1972,96.0,96.0,,96,96,1,1
徳島県,1973,94.0,94.0,,94,94,1,1
徳島県,1974,97.0,97.0,,97,97,1,1
徳島県,1975,97.0,97.0,,97,97,1,1
徳島県,1976,96.0,96.0,,96,96,1,1
徳島県,1977,91.0,91.0,,91,91,1,1
徳島県,1978,98.0,98.0,,98,98,1,1
徳島県,1979,99.0,99.0,,99,99,1,1
徳島県,1980,97.0,97.0,,97,97,1,1
徳島県,1981,96.0,96.0,,96,96,1,1
徳島県,1982,90.0,90.0,,90,90,1,1
徳島県,1983,99.0,99.0,,99,99,1,1
徳島県,1984,101.0,101.0,,101,101,1,1
徳島県,1985,98.0,98.0,,98,98,1,1
徳島県,1986,97.0,97.0,,97,97,1,1
徳島県,1987,97.0,97.0,,97,97,1,1
徳島県,1988,104.0,104.0,,104,104,1,1
徳島県,1989,93.0,93.0,,93,93,1,1
徳島県,1990,90.0,90.0,,90,90,1,1
徳島県,1991,97.0,97.0,,97,97,1,1
徳島県,1992,95.0,95.0,,95,95,1,1
徳島県,1993,99.0,99.0,,99,99,1,1
徳島県,1994,97.0,97.0,,97,97,1,1
徳島県,1995,97.0,97.0,,97,97,1,1
徳島県,1996,97.0,97.0,,97,97,1,1
徳島県,1997,92.0,92.0,,92,92,1,1
徳島県,1998,93.0,93.0,,93,93,1,1
徳島県,1999,92.0,92.0,,92,92,1,1
徳島県,2000,98.0,98.0,,98,98,1,1
徳島県,2001,93.0,93.0,,93,93,1,1
徳島県,2002,86.0,86.0,,86,86,1,1
徳島県,2003,93.0,93.0,,93,93,1,1
徳島県,2004,94.0,94.0,,94,94,1,1
徳島県,2005,96.0,96.0,,96,96,1,1
徳島県,2006,94.0,94.0,,94,94,1,1
徳島県,2007,93.0,93.0,,93,93,1,1
徳島県,2008,94.0,94.0,,94,94,1,1
徳島県,2009,93.0,93.0,,93,93,1,1
徳島県,2010,96.0,96.0,,96,96,1,1
徳島県,2011,98.0,98.0,,98,98,1,1
徳島県,2012,96.0,96.0,,96,96,1,1
徳島県,2013,89.0,89.0,,89,89,1,1
徳島県,2014,91.0,91.0,,91,91,1,1
徳島県,2015,93.0,93.0,,93,93,1,1
徳島県,2016,99.0,99.0,,99,99,1,1
徳島県,2017,100.0,100.0,,100,100,1,1
徳島県,2018,87.0,87.0,,87,87,1,1
徳島県,2019,97.0,97.0,,97,97,1,1
徳島県,2020,96.0,96.0,,96,96,1,1
徳島県,2021,91.0,91.0,,91,91,1,1
徳島県,2022,89.0,89.0,,89,89,1,1
徳島県,2023,90.0,90.0,,90,90,1,1
徳島県,2024,97.0,97.0,,97,97,1,1
徳島県,2025,96.0,96.0,,96,96,1,1
愛媛県,1953,99.0,99.0,,99,99,1,1
愛媛県,1954,97.0,97.0,,97,97,1,1
愛媛県,1955,96.0,96.0,,96,96,1,1
愛媛県,1956,99.0,99.0,,99,99,1,1
愛媛県,1957,99.0,99.0,,99,99,1,1
愛媛県,1958,97.0,97.0,,97,97,1,1
愛媛県,1959,93.0,93.0,,93,93,1,1
愛媛県,1960,100.0,100.0,,100,100,1,1
愛媛県,1961,95.0,95.0,,95,95,1,1
愛媛県,1962,101.0,101.0,,101,101,1,1
愛媛県,1963,105.0,105.0,,105,105,1,1
愛媛県,1964,95.0,95.0,,95,95,1,1
愛媛県,1965,100.0,100.0,,100,100,1,1
愛媛県,1966,95.0,95.0,,95,95,1,1
愛媛県,1967,93.0,93.0,0.0,93,93,2,2
愛媛県,1968,93.5,93.5,2.12,92,95,2,2
愛媛県,1969,100.5,100.5,0.71,100,101,2,2
愛媛県,1970,101.5,101.5,0.71,101,102,2,2
愛媛県,1971,92.5,92.5,0.71,92,93,2,2
愛媛県,1972,95.0,95.0,2.83,93,97,2,2
愛媛県,1973,92.5,92.5,0.71,92,93,2,2
愛媛県,1974,93.5,93.5,2.12,92,95,2,2
愛媛県,1975,96.0,96.0,1.41,95,97,2,2
愛媛県,1976,96.0,96.0,1.41,95,97,2,2
愛媛県,1977,87.5,87.5,2.12,86,89,2,2
愛媛県,1978,100.0,100.0,0.0,100,100,2,2
愛媛県,1979,96.0,96.0,1.41,95,97,2,2
愛媛県,1980,96.0,96.0,0.0,96,96,2,2
愛媛県,1981,90.5,90.5,0.71,90,91,2,2
愛媛県,1982,85.0,85.0,1.41,84,86,2,2
愛媛県,1983,95.0,95.0,1.41,94,96,2,2
愛媛県,1984,99.5,99.5,3.54,97,102,2,2
愛媛県,1985,95.5,95.5,0.71,95,96,2,2
愛媛県,1986,94.5,94.5,2.12,93,96,2,2
愛媛県,1987,95.5,95.5,0.71,95,96,2,2
愛媛県,1988,101.0,101.0,2.83,99,103,2,2
愛媛県,1989,90.5,90.5,0.71,90,91,2,2
愛媛県,1990,86.0,86.0,1.41,85,87,2,2
愛媛県,1991,92.5,92.5,3.54,90,95,2,2
愛媛県,1992,92.0,92.0,1.41,91,93,2,2
愛媛県,1993,97.5,97.5,0.71,97,98,2,2
愛媛県,1994,95.5,95.5,0.71,95,96,2,2
愛媛県,1995,97.5,97.5,0.71,97,98,2,2
愛媛県,1996,95.5,95.5,4.95,92,99,2,2
愛媛県,1997,89.5,89.5,2.12,88,91,2,2
愛媛県,1998,94.0,94.0,1.41,93,95,2,2
愛媛県,1999,91.5,91.5,0.71,91,92,2,2
愛媛県,2000,95.0,95.0,0.0,95,95,2,2
愛媛県,2001,88.0,88.0,1.41,87,89,2,2
愛媛県,2002,83.5,83.5,2.12,82,85,2,2
愛媛県,2003,89.5,89.5,3.54,87,92,2,2
愛媛県,2004,92.5,92.5,0.71,92,93,2,2
愛媛県,2005,96.0,96.0,1.41,95,97,2,2
愛媛県,2006,93.0,93.0,,93,93,1,1
愛媛県,2007,91.0,91.0,,91,91,1,1
愛媛県,2008,95.0,95.0,,95,95,1,1
愛媛県,2009,91.0,91.0,,91,91,1,1
愛媛県,2010,92.0,92.0,,92,92,1,1
愛媛県,2011,96.0,96.0,,96,96,1,1
愛媛県,2012,95.0,95.0,,95,95,1,1
愛媛県,2013,86.0,86.0,,86,86,1,1
愛媛県,2014,88.0,88.0,,88,88,1,1
愛媛県,2015,91.0,91.0,,91,91,1,1
愛媛県,2016,94.0,94.0,,94,94,1,1
愛媛県,2017,98.0,98.0,,98,98,1,1
愛媛県,2018,86.0,86.0,,86,86,1,1
愛媛県,2019,95.0,95.0,,95,95,1,1
愛媛県,2020,100.0,100.0,,100,100,1,1
愛媛県,2021,86.0,86.0,,86,86,1,1
愛媛県,2022,87.0,87.0,,87,87,1,1
愛媛県,2023,87.0,87.0,,87,87,1,1
愛媛県,2024,96.0,96.0,,96,96,1,1
愛媛県,2025,89.0,89.0,,89,89,1,1
愛知県,1953,102.0,102.0,,102,102,1,1
愛知県,1954,94.0,94.0,,94,94,1,1
愛知県,1955,93.0,93.0,,93,93,1,1
愛知県,1956,100.0,100.0,,100,100,1,1
愛知県,1957,103.0,103.0,,103,103,1,1
愛知県,1958,97.0,97.0,,97,97,1,1
愛知県,1959,89.0,89.0,,89,89,1,1
愛知県,1960,95.0,95.0,,95,95,1,1
愛知県,1961,96.0,96.0,,96,96,1,1
愛知県,1962,102.0,102.0,,102,102,1,1
愛知県,1963,96.0,96.0,,96,96,1,1
愛知県,1964,98.0,98.0,,98,98,1,1
愛知県,1965,106.0,106.0,,106,106,1,1
愛知県,1966,93.0,93.0,,93,93,1,1
愛知県,1967,95.0,95.0,,95,95,1,1
愛知県,1968,96.0,96.0,,96,96,1,1
愛知県,1969,97.0,97.0,,97,97,1,1
愛知県,1970,102.0,102.0,,102,102,1,1
愛知県,1971,95.0,95.0,,95,95,1,1
愛知県,1972,93.0,93.0,,93,93,1,1
愛知県,1973,98.0,98.0,,98,98,1,1
愛知県,1974,98.0,98.0,,98,98,1,1
愛知県,1975,97.0,97.0,,97,97,1,1
愛知県,1976,92.0,92.0,,92,92,1,1
愛知県,1977,92.0,92.0,,92,92,1,1
愛知県,1978,101.0,101.0,,101,101,1,1
愛知県,1979,97.0,97.0,,97,97,1,1
愛知県,1980,97.0,97.0,,97,97,1,1
愛知県,1981,95.0,95.0,,95,95,1,1
愛知県,1982,90.0,90.0,,90,90,1,1
愛知県,1983,96.0,96.0,,96,96,1,1
愛知県,1984,106.0,106.0,,106,106,1,1
愛知県,1985,96.0,96.0,,96,96,1,1
愛知県,1986,96.0,96.0,,96,96,1,1
愛知県,1987,96.0,96.0,,96,96,1,1
愛知県,1988,101.0,101.0,,101,101,1,1
愛知県,1989,89.0,89.0,,89,89,1,1
愛知県,1990,86.0,86.0,,86,86,1,1
愛知県,1991,95.0,95.0,,95,95,1,1
愛知県,1992,91.0,91.0,,91,91,1,1
愛知県,1993,94.0,94.0,,94,94,1,1
愛知県,1994,95.0,95.0,,95,95,1,1
愛知県,1995,96.0,96.0,,96,96,1,1
愛知県,1996,97.0,97.0,,97,97,1,1
愛知県,1997,89.0,89.0,,89,89,1,1
愛知県,1998,89.0,89.0,,89,89,1,1
愛知県,1999,91.0,91.0,,91,91,1,1
愛知県,2000,99.0,99.0,,99,99,1,1
愛知県,2001,93.0,93.0,,93,93,1,1
愛知県,2002,87.0,87.0,,87,87,1,1
愛知県,2003,90.0,90.0,,90,90,1,1
愛知県,2004,94.0,94.0,,94,94,1,1
愛知県,2005,98.0,98.0,,98,98,1,1
愛知県,2006,96.0,96.0,,96,96,1,1
愛知県,2007,92.0,92.0,,92,92,1,1
愛知県,2008,89.0,89.0,,89,89,1,1
愛知県,2009,93.0,93.0,,93,93,1,1
愛知県,2010,92.0,92.0,,92,92,1,1
愛知県,2011,96.0,96.0,,96,96,1,1
愛知県,2012,97.0,97.0,,97,97,1,1
愛知県,2013,87.0,87.0,,87,87,1,1
愛知県,2014,90.0,90.0,,90,90,1,1
愛知県,2015,89.0,89.0,,89,89,1,1
愛知県,2016,91.0,91.0,,91,91,1,1
愛知県,2017,96.0,96.0,,96,96,1,1
愛知県,2018,86.0,86.0,,86,86,1,1
愛知県,2019,94.0,94.0,,94,94,1,1
愛知県,2020,92.0,92.0,,92,92,1,1
愛知県,2021,87.0,87.0,,87,87,1,1
愛知県,2022,89.0,89.0,,89,89,1,1
愛知県,2023,86.0,86.0,,86,86,1,1
愛知県,2024,98.0,98.0,,98,98,1,1
愛知県,2025,94.0,94.0,,94,94,1,1
新潟県,1953,109.0,110.0,1.73,107,110,3,3
新潟県,1954,102.0,101.0,2.65,100,105,3,3
新潟県,1955,101.67,102.0,1.53,100,103,3,3
新潟県,1956,108.33,108.0,1.53,107,110,3,3
新潟県,1957,112.33,112.0,1.53,111,114,3,3
新潟県,1958,107.67,107.0,3.06,105,111,3,3
新潟県,1959,99.67,99.0,2.08,98,102,3,3
新潟県,1960,105.67,105.0,3.06,103,109,3,3
新潟県,1961,106.33,105.0,2.31,105,109,3,3
新潟県,1962,105.0,104.0,2.65,103,108,3,3
新潟県,1963,105.67,106.0,1.53,104,107,3,3
新潟県,1964,105.33,105.0,2.52,103,108,3,3
新潟県,1965,114.67,114.0,3.06,112,118,3,3
新潟県,1966,108.33,108.0,2.52,106,111,3,3
新潟県,1967,105.33,106.0,3.06,102,108,3,3
新潟県,1968,107.0,107.0,1.0,106,108,3,3
新潟県,1969,110.33,111.0,3.06,107,113,3,3
新潟県,1970,115.0,115.0,1.0,114,116,3,3
新潟県,1971,107.0,107.0,3.0,104,110,3,3
新潟県,1972,104.67,105.0,2.52,102,107,3,3
新潟県,1973,104.67,104.0,1.15,104,106,3,3
新潟県,1974,111.67,113.0,2.31,109,113,3,3
新潟県,1975,106.67,107.0,2.52,104,109,3,3
新潟県,1976,109.67,111.0,2.31,107,111,3,3
新潟県,1977,106.33,106.0,0.58,106,107,3,3
新潟県,1978,110.67,111.0,1.53,109,112,3,3
新潟県,1979,100.0,101.0,3.61,96,103,3,3
新潟県,1980,111.0,111.0,1.0,110,112,3,3
新潟県,1981,109.0,109.0,1.0,108,110,3,3
新潟県,1982,103.67,104.0,2.52,101,106,3,3
新潟県,1983,105.0,106.0,1.73,103,106,3,3
新潟県,1984,120.67,121.0,0.58,120,121,3,3
新潟県,1985,107.33,108.0,2.08,105,109,3,3
新潟県,1986,111.33,111.0,0.58,111,112,3,3
新潟県,1987,105.0,105.0,5.0,100,110,3,3
新潟県,1988,113.33,111.0,4.04,111,118,3,3
新潟県,1989,98.67,97.0,3.79,96,103,3,3
新潟県,1990,98.0,96.0,3.46,96,102,3,3
新潟県,1991,106.0,105.0,3.61,103,110,3,3
新潟県,1992,103.0,102.0,3.61,100,107,3,3
新潟県,1993,108.33,107.0,3.21,106,112,3,3
新潟県,1994,106.33,105.0,2.31,105,109,3,3
新潟県,1995,105.67,105.0,3.06,103,109,3,3
新潟県,1996,113.33,113.0,3.51,110,117,3,3
新潟県,1997,102.67,101.0,3.79,100,107,3,3
新潟県,1998,100.0,100.0,2.0,98,102,3,3
新潟県,1999,103.0,102.0,2.65,101,106,3,3
新潟県,2000,108.67,109.0,3.51,105,112,3,3
新潟県,2001,101.67,101.0,2.08,100,104,3,3
新潟県,2002,95.0,94.0,2.65,93,98,3,3
新潟県,2003,104.33,103.0,2.31,103,107,3,3
新潟県,2004,99.33,100.0,3.06,96,102,3,3
新潟県,2005,108.67,110.0,4.16,104,112,3,3
新潟県,2006,106.0,106.0,1.0,105,107,3,3
新潟県,2007,103.33,103.0,1.53,102,105,3,3
新潟県,2008,100.0,100.0,,100,100,1,1
新潟県,2009,103.0,103.0,,103,103,1,1
新潟県,2010,107.0,107.0,,107,107,1,1
新潟県,2011,108.0,108.0,,108,108,1,1
新潟県,2012,111.0,111.0,,111,111,1,1
新潟県,2013,102.0,102.0,,102,102,1,1
新潟県,2014,102.0,102.0,,102,102,1,1
新潟県,2015,99.0,99.0,,99,99,1,1
新潟県,2016,98.0,98.0,,98,98,1,1
新潟県,2017,103.0,103.0,,103,103,1,1
新潟県,2018,95.0,95.0,,95,95,1,1
新潟県,2019,102.0,102.0,,102,102,1,1
新潟県,2020,98.0,98.0,,98,98,1,1
新潟県,2021,90.0,90.0,,90,90,1,1
新潟県,2022,101.0,101.0,,101,101,1,1
新潟県,2023,90.0,90.0,,90,90,1,1
新潟県,2024,102.0,102.0,,102,102,1,1
新潟県,2025,99.0,99.0,,99,99,1,1
栃木県,1953,102.0,102.0,,102,102,1,1
栃木県,1954,97.0,97.0,,97,97,1,1
栃木県,1955,98.0,98.0,,98,98,1,1
栃木県,1956,106.0,106.0,,106,106,1,1
栃木県,1957,104.0,104.0,,104,104,1,1
栃木県,1958,101.0,101.0,,101,101,1,1
栃木県,1959,96.0,96.0,,96,96,1,1
栃木県,1960,99.0,99.0,,99,99,1,1
栃木県,1961,100.0,100.0,,100,100,1,1
栃木県,1962,102.0,102.0,,102,102,1,1
栃木県,1963,102.0,102.0,,102,102,1,1
栃木県,1964,102.0,102.0,,102,102,1,1
栃木県,1965,106.0,106.0,,106,106,1,1
栃木県,1966,97.0,97.0,,97,97,1,1
栃木県,1967,99.0,99.0,,99,99,1,1
栃木県,1968,100.0,100.0,,100,100,1,1
栃木県,1969,103.0,103.0,,103,103,1,1
栃木県,1970,109.0,109.0,,109,109,1,1
栃木県,1971,100.0,100.0,,100,100,1,1
栃木県,1972,96.0,96.0,,96,96,1,1
栃木県,1973,98.0,98.0,,98,98,1,1
栃木県,1974,102.0,102.0,,102,102,1,1
栃木県,1975,101.0,101.0,,101,101,1,1
栃木県,1976,102.0,102.0,,102,102,1,1
栃木県,1977,98.0,98.0,,98,98,1,1
栃木県,1978,106.0,106.0,,106,106,1,1
栃木県,1979,94.0,94.0,,94,94,1,1
